country,color_code,pet,age,gender,size,photos,text
US,Other,Dog,Adult,Female,Medium,3,"Please visit http://www.buckeyebulldogrescue.org/molly.html, for more information and information on adoption. Inquiries through Adoptapet (or Petfinder) will not be returned."
US,Unknown,Dog,Adult,Female,Small,4,"Please visit http://www.buckeyebulldogrescue.org/lily.html, for more information and information on adoption. Inquiries through Adoptapet (or Petfinder) will not be returned."
US,Black,Dog,Adult,Male,Large,2,I am a huge sweetheart.  I am well behaved and do great with all of the staff here at MEHS.  I love being loved on.
US,Black,Cat,Adult,Male,Medium,4,****Bonded to Sammy Must go home together**** To watch a video with my brother & I hit PLAY or go to https://youtu.be/ndUlofvMurg
US,Other,Cat,Adult,Male,Small,2,Merlin is a stunning little guy with super soft fur. He loves attention and being pampered. He was dumped outside but is loving indoor life.
US,Brown_Chocolate,Dog,Adult,Female,Small,1,"Princess Peach just arrived on 3/28/18 and is a sweet 7 lb, approx 3 year old chihuahua. More information and pictures to come...."
US,Black,Dog,Baby,Male,Medium,2,Pistol is the last puppy of BARBIE - he is very playful with other dogs; crate and piddle pad and outside trained.  Loves to be loved.
US,Black,Dog,Young,Male,Medium,4,"Jarvis is a big mush puppy. He knows several commands - sit, stay, lay down, easy, no, good boy. He loves to play, run and fetch."
US,Black,Dog,Adult,Female,Large,6,"Lady arrived in the Shelter on 3/27/18.  She is friendly and nice.  She knows several commands:  ""sit"", ""shake"", ""down"".  She's a beautiful girl!"
US,Unknown,Dog,Baby,Male,Medium,2,Milo is a typical puppy. He loves to play and cuddle. He does need some obedience training and should not be with very small children
US,White_Cream,Dog,Young,Female,Large,1,Yana is an amazing young lady she is crate trained and loves to give kisses she loves everyone and gets along great with other dogs
US,Other,Cat,Adult,Male,Large,2,"Morris is an 8-year-old buff and white tiger.  He's a nice boy who wishes to be your one and only - cat, that is."
